Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,252,10.00000E+000,1.17814E-006,30.72150E+000
1,1,253,10.00000E+000,1.17323E-006,30.84332E+000
1,1,254,10.00000E+000,1.18004E-006,30.96522E+000
1,1,255,10.00000E+000,1.17966E-006,31.08710E+000
1,1,256,10.00000E+000,1.17639E-006,31.20896E+000
1,1,257,10.00000E+000,1.17155E-006,31.33083E+000
1,1,258,10.00000E+000,1.17807E-006,31.45269E+000
1,1,259,10.00000E+000,1.19048E-006,31.57453E+000
1,1,260,10.00000E+000,1.18762E-006,31.69637E+000
1,1,261,10.00000E+000,1.17721E-006,31.81824E+000
1,1,262,10.00000E+000,1.17324E-006,31.94016E+000
1,1,263,10.00000E+000,1.17601E-006,32.06202E+000
1,1,264,10.00000E+000,1.17135E-006,32.18393E+000
1,1,265,10.00000E+000,1.17365E-006,32.30578E+000
1,1,266,10.00000E+000,1.18100E-006,32.42769E+000
1,1,267,10.00000E+000,1.19058E-006,32.54964E+000
1,1,268,10.00000E+000,1.18675E-006,32.67172E+000
1,1,269,10.00000E+000,1.17381E-006,32.79357E+000
1,1,270,10.00000E+000,1.16543E-006,32.91541E+000
1,1,271,10.00000E+000,1.18537E-006,33.03735E+000
1,1,272,10.00000E+000,1.18124E-006,33.15921E+000
1,1,273,10.00000E+000,1.17392E-006,33.28108E+000
1,1,274,10.00000E+000,1.18497E-006,33.40292E+000
1,1,275,10.00000E+000,1.18538E-006,33.52481E+000
1,1,276,10.00000E+000,1.17900E-006,33.64667E+000
1,1,277,10.00000E+000,1.18160E-006,33.76854E+000
1,1,278,10.00000E+000,1.19338E-006,33.89041E+000
1,1,279,10.00000E+000,1.18757E-006,34.01231E+000
1,1,280,10.00000E+000,1.18267E-006,34.13424E+000
1,1,281,10.00000E+000,1.17958E-006,34.25621E+000
1,1,282,10.00000E+000,1.17741E-006,34.37819E+000
1,1,283,10.00000E+000,1.17703E-006,34.50034E+000
1,1,284,10.00000E+000,1.17985E-006,34.62233E+000
1,1,285,10.00000E+000,1.18075E-006,34.74418E+000
1,1,286,10.00000E+000,1.17524E-006,34.86604E+000
1,1,287,10.00000E+000,1.18528E-006,34.98792E+000
1,1,288,10.00000E+000,1.17291E-006,35.10977E+000
1,1,289,10.00000E+000,1.18976E-006,35.23162E+000
1,1,290,10.00000E+000,1.19406E-006,35.35390E+000
1,1,291,10.00000E+000,1.18679E-006,35.47638E+000
1,1,292,10.00000E+000,1.18635E-006,35.59833E+000
1,1,293,10.00000E+000,1.18323E-006,35.72025E+000
1,1,294,10.00000E+000,1.17388E-006,35.84212E+000
1,1,295,10.00000E+000,1.18257E-006,35.96404E+000
1,1,296,10.00000E+000,1.18536E-006,36.08591E+000
1,1,297,10.00000E+000,1.18079E-006,36.20782E+000
1,1,298,10.00000E+000,1.16794E-006,36.32968E+000
1,1,299,10.00000E+000,1.18189E-006,36.45152E+000
1,1,300,10.00000E+000,1.18138E-006,36.57337E+000
1,1,301,10.00000E+000,1.18172E-006,36.69560E+000
1,1,302,10.00000E+000,1.16968E-006,36.81791E+000
1,1,303,10.00000E+000,1.16535E-006,36.94048E+000
1,1,304,10.00000E+000,1.16716E-006,37.06245E+000
1,1,305,10.00000E+000,1.17428E-006,37.18431E+000
1,1,306,10.00000E+000,1.16850E-006,37.30623E+000
1,1,307,10.00000E+000,1.17481E-006,37.42811E+000
1,1,308,10.00000E+000,1.18237E-006,37.55005E+000
1,1,309,10.00000E+000,1.18090E-006,37.67191E+000
1,1,310,10.00000E+000,1.17860E-006,37.79377E+000
1,1,311,10.00000E+000,1.18107E-006,37.91564E+000
1,1,312,10.00000E+000,1.18110E-006,38.03757E+000
1,1,313,10.00000E+000,1.18396E-006,38.15943E+000
1,1,314,10.00000E+000,1.18161E-006,38.28144E+000
1,1,315,10.00000E+000,1.17726E-006,38.40336E+000
1,1,316,10.00000E+000,1.18296E-006,38.52527E+000
1,1,317,10.00000E+000,1.18694E-006,38.64715E+000
1,1,318,10.00000E+000,1.18554E-006,38.76901E+000
1,1,319,10.00000E+000,1.17802E-006,38.89086E+000
1,1,320,10.00000E+000,1.18554E-006,39.01277E+000
1,1,321,10.00000E+000,1.18415E-006,39.13469E+000
1,1,322,10.00000E+000,1.18708E-006,39.25656E+000
1,1,323,10.00000E+000,1.19186E-006,39.37842E+000
1,1,324,10.00000E+000,1.18427E-006,39.50027E+000
1,1,325,10.00000E+000,1.19755E-006,39.62212E+000
1,1,326,10.00000E+000,1.17966E-006,39.74406E+000
1,1,327,10.00000E+000,1.19404E-006,39.86592E+000
1,1,328,10.00000E+000,1.18876E-006,39.98779E+000
1,1,329,10.00000E+000,1.18942E-006,40.10966E+000
1,1,330,10.00000E+000,1.17194E-006,40.23152E+000
1,1,331,10.00000E+000,1.17696E-006,40.35337E+000
1,1,332,10.00000E+000,1.17989E-006,40.47523E+000
1,1,333,10.00000E+000,1.18670E-006,40.59712E+000
1,1,334,10.00000E+000,1.17644E-006,40.71898E+000
1,1,335,10.00000E+000,1.18145E-006,40.84083E+000
1,1,336,10.00000E+000,1.17447E-006,40.96270E+000
1,1,337,10.00000E+000,1.17866E-006,41.08465E+000
1,1,338,10.00000E+000,1.17237E-006,41.20650E+000
1,1,339,10.00000E+000,1.17607E-006,41.32835E+000
1,1,340,10.00000E+000,1.18065E-006,41.45021E+000
1,1,341,10.00000E+000,1.16941E-006,41.57209E+000
1,1,342,10.00000E+000,1.16831E-006,41.69410E+000
1,1,343,10.00000E+000,1.17202E-006,41.81664E+000
1,1,344,10.00000E+000,1.16417E-006,41.93852E+000
1,1,345,10.00000E+000,1.15685E-006,42.06042E+000
1,1,346,10.00000E+000,1.17597E-006,42.18233E+000
1,1,347,10.00000E+000,1.16729E-006,42.30426E+000
1,1,348,10.00000E+000,1.16760E-006,42.42612E+000
1,1,349,10.00000E+000,1.17191E-006,42.54799E+000
1,1,350,10.00000E+000,1.15819E-006,42.66983E+000
1,1,351,10.00000E+000,1.16243E-006,42.79171E+000
1,1,352,10.00000E+000,1.17116E-006,42.91360E+000
1,1,353,10.00000E+000,1.16352E-006,43.03548E+000
1,1,354,10.00000E+000,1.18416E-006,43.15763E+000
1,1,355,10.00000E+000,1.18488E-006,43.27946E+000
1,1,356,10.00000E+000,1.17618E-006,43.40137E+000
1,1,357,10.00000E+000,1.17067E-006,43.52334E+000
1,1,358,10.00000E+000,1.17876E-006,43.64530E+000
1,1,359,10.00000E+000,1.17424E-006,43.76716E+000
1,1,360,10.00000E+000,1.17627E-006,43.88903E+000
1,1,361,10.00000E+000,1.17688E-006,44.01086E+000
1,1,362,10.00000E+000,1.16229E-006,44.13281E+000
1,1,363,10.00000E+000,1.17885E-006,44.25467E+000
1,1,364,10.00000E+000,1.17477E-006,44.37652E+000
1,1,365,10.00000E+000,1.18874E-006,44.49837E+000
1,1,366,10.00000E+000,1.19078E-006,44.62024E+000
1,1,367,10.00000E+000,1.17771E-006,44.74250E+000
1,1,368,10.00000E+000,1.18807E-006,44.86437E+000
1,1,369,10.00000E+000,1.18902E-006,44.98628E+000
1,1,370,10.00000E+000,1.18403E-006,45.10815E+000
1,1,371,10.00000E+000,1.18317E-006,45.23001E+000
1,1,372,10.00000E+000,1.18975E-006,45.35193E+000
1,1,373,10.00000E+000,1.19306E-006,45.47379E+000
1,1,374,10.00000E+000,1.19293E-006,45.59564E+000
1,1,375,10.00000E+000,1.18401E-006,45.71752E+000
1,1,376,10.00000E+000,1.18269E-006,45.83939E+000
1,1,377,10.00000E+000,1.18880E-006,45.96127E+000
1,1,378,10.00000E+000,1.18247E-006,46.08321E+000
1,1,379,10.00000E+000,1.19203E-006,46.20506E+000
1,1,380,10.00000E+000,1.18983E-006,46.32697E+000
1,1,381,10.00000E+000,1.18771E-006,46.44883E+000
1,1,382,10.00000E+000,1.17763E-006,46.57076E+000
1,1,383,10.00000E+000,1.18780E-006,46.69267E+000
1,1,384,10.00000E+000,1.17068E-006,46.81453E+000
1,1,385,10.00000E+000,1.17686E-006,46.93638E+000
1,1,386,10.00000E+000,1.18238E-006,47.05827E+000
1,1,387,10.00000E+000,1.17927E-006,47.18012E+000
1,1,388,10.00000E+000,1.18397E-006,47.30198E+000
1,1,389,10.00000E+000,1.19105E-006,47.42390E+000
1,1,390,10.00000E+000,1.19413E-006,47.54582E+000
1,1,391,10.00000E+000,1.18586E-006,47.66774E+000
1,1,392,10.00000E+000,1.18106E-006,47.78960E+000
1,1,393,10.00000E+000,1.18829E-006,47.91145E+000
1,1,394,10.00000E+000,1.18462E-006,48.03329E+000
1,1,395,10.00000E+000,1.17820E-006,48.15521E+000
1,1,396,10.00000E+000,1.17810E-006,48.27712E+000
1,1,397,10.00000E+000,1.17442E-006,48.39903E+000
1,1,398,10.00000E+000,1.16971E-006,48.52089E+000
1,1,399,10.00000E+000,1.17315E-006,48.64281E+000
1,1,400,10.00000E+000,1.17552E-006,48.76475E+000
1,1,401,10.00000E+000,1.16963E-006,48.88661E+000
1,1,402,10.00000E+000,1.17189E-006,49.00848E+000
1,1,403,10.00000E+000,1.17548E-006,49.13033E+000
1,1,404,10.00000E+000,1.18077E-006,49.25220E+000
1,1,405,10.00000E+000,1.16905E-006,49.37411E+000
1,1,406,10.00000E+000,1.16814E-006,49.49598E+000
1,1,407,10.00000E+000,1.17046E-006,49.61785E+000
1,1,408,10.00000E+000,1.16847E-006,49.73969E+000
1,1,409,10.00000E+000,1.16948E-006,49.86153E+000
1,1,410,10.00000E+000,1.17945E-006,49.98339E+000
1,1,411,10.00000E+000,1.17305E-006,50.10531E+000
1,1,412,10.00000E+000,1.17939E-006,50.22720E+000
1,1,413,10.00000E+000,1.17161E-006,50.34906E+000
1,1,414,10.00000E+000,1.18006E-006,50.47090E+000
1,1,415,10.00000E+000,1.17646E-006,50.59276E+000
1,1,416,10.00000E+000,1.17535E-006,50.71463E+000
1,1,417,10.00000E+000,1.17477E-006,50.83652E+000
1,1,418,10.00000E+000,1.17710E-006,50.95838E+000
1,1,419,10.00000E+000,1.18070E-006,51.08024E+000
1,1,420,10.00000E+000,1.17210E-006,51.20210E+000
1,1,421,10.00000E+000,1.17910E-006,51.32393E+000
1,1,422,10.00000E+000,1.17414E-006,51.44588E+000
1,1,423,10.00000E+000,1.18389E-006,51.56775E+000
1,1,424,10.00000E+000,1.17362E-006,51.68962E+000
1,1,425,10.00000E+000,1.17676E-006,51.81147E+000
1,1,426,10.00000E+000,1.16969E-006,51.93332E+000
1,1,427,10.00000E+000,1.17363E-006,52.05532E+000
1,1,428,10.00000E+000,1.15851E-006,52.17723E+000
1,1,429,10.00000E+000,1.16276E-006,52.29908E+000
1,1,430,10.00000E+000,1.16901E-006,52.42095E+000
1,1,431,10.00000E+000,1.16566E-006,52.54282E+000
1,1,432,10.00000E+000,1.17497E-006,52.66483E+000
1,1,433,10.00000E+000,1.17053E-006,52.78668E+000
1,1,434,10.00000E+000,1.16964E-006,52.90854E+000
1,1,435,10.00000E+000,1.16881E-006,53.03041E+000
1,1,436,10.00000E+000,1.17243E-006,53.15233E+000
1,1,437,10.00000E+000,1.17921E-006,53.27420E+000
1,1,438,10.00000E+000,1.17348E-006,53.39623E+000
1,1,439,10.00000E+000,1.17998E-006,53.51917E+000
1,1,440,10.00000E+000,1.17936E-006,53.64102E+000
1,1,441,10.00000E+000,1.17967E-006,53.76288E+000
1,1,442,10.00000E+000,1.18026E-006,53.88476E+000
1,1,443,10.00000E+000,1.17935E-006,54.00667E+000
1,1,444,10.00000E+000,1.17359E-006,54.12853E+000
1,1,445,10.00000E+000,1.17230E-006,54.25037E+000
1,1,446,10.00000E+000,1.17286E-006,54.37228E+000
1,1,447,10.00000E+000,1.17416E-006,54.49416E+000
1,1,448,10.00000E+000,1.16834E-006,54.61604E+000
1,1,449,10.00000E+000,1.16530E-006,54.73808E+000
1,1,450,10.00000E+000,1.18738E-006,54.86115E+000
1,1,451,10.00000E+000,1.17794E-006,54.98303E+000
1,1,452,10.00000E+000,1.18676E-006,55.10503E+000
1,1,453,10.00000E+000,1.18430E-006,55.22689E+000
1,1,454,10.00000E+000,1.18544E-006,55.34880E+000
1,1,455,10.00000E+000,1.18905E-006,55.47067E+000
1,1,456,10.00000E+000,1.18159E-006,55.59254E+000
1,1,457,10.00000E+000,1.18455E-006,55.71440E+000
1,1,458,10.00000E+000,1.17970E-006,55.83625E+000
1,1,459,10.00000E+000,1.18286E-006,55.95811E+000
1,1,460,10.00000E+000,1.18236E-006,56.07997E+000
1,1,461,10.00000E+000,1.18413E-006,56.20184E+000
1,1,462,10.00000E+000,1.17078E-006,56.32370E+000
1,1,463,10.00000E+000,1.17428E-006,56.44562E+000
1,1,464,10.00000E+000,1.17538E-006,56.56752E+000
1,1,465,10.00000E+000,1.17839E-006,56.68944E+000
1,1,466,10.00000E+000,1.17693E-006,56.81133E+000
1,1,467,10.00000E+000,1.18098E-006,56.93322E+000
1,1,468,10.00000E+000,1.18324E-006,57.05513E+000
1,1,469,10.00000E+000,1.17683E-006,57.17699E+000
1,1,470,10.00000E+000,1.17175E-006,57.29883E+000
1,1,471,10.00000E+000,1.19034E-006,57.42068E+000
1,1,472,10.00000E+000,1.17410E-006,57.54257E+000
1,1,473,10.00000E+000,1.17336E-006,57.66449E+000
1,1,474,10.00000E+000,1.17051E-006,57.78642E+000
1,1,475,10.00000E+000,1.16989E-006,57.90829E+000
1,1,476,10.00000E+000,1.18145E-006,58.03024E+000
1,1,477,10.00000E+000,1.18596E-006,58.15209E+000
1,1,478,10.00000E+000,1.18751E-006,58.27400E+000
1,1,479,10.00000E+000,1.17456E-006,58.39587E+000
1,1,480,10.00000E+000,1.17421E-006,58.51773E+000
1,1,481,10.00000E+000,1.17856E-006,58.63958E+000
1,1,482,10.00000E+000,1.17935E-006,58.76146E+000
1,1,483,10.00000E+000,1.17395E-006,58.88330E+000
1,1,484,10.00000E+000,1.17304E-006,59.00515E+000
1,1,485,10.00000E+000,1.17657E-006,59.12720E+000
1,1,486,10.00000E+000,1.17879E-006,59.24942E+000
1,1,487,10.00000E+000,1.18035E-006,59.37222E+000
1,1,488,10.00000E+000,1.17859E-006,59.49408E+000
1,1,489,10.00000E+000,1.17310E-006,59.61592E+000
1,1,490,10.00000E+000,1.16993E-006,59.73781E+000
1,1,491,10.00000E+000,1.17568E-006,59.85968E+000
1,1,492,10.00000E+000,1.18064E-006,59.98157E+000
1,1,493,10.00000E+000,1.16890E-006,60.10342E+000
1,1,494,10.00000E+000,1.16122E-006,60.22528E+000
1,1,495,10.00000E+000,1.16546E-006,60.34712E+000
1,1,496,10.00000E+000,1.16859E-006,60.46905E+000
1,1,497,10.00000E+000,1.16889E-006,60.59093E+000
1,1,498,10.00000E+000,1.16480E-006,60.71322E+000
1,1,499,10.00000E+000,1.16656E-006,60.83516E+000
1,1,500,10.00000E+000,1.17052E-006,60.95705E+000
